OptionEpic,UnderlyingEpic,Strike,Expiry,CallOrPut,DividendYield,RiskFreeRate
OP.D.FTSE1.6800C.IP,IX.D.FTSE.MONTH8.IP,6800.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6800P.IP,IX.D.FTSE.MONTH8.IP,6800.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6825C.IP,IX.D.FTSE.MONTH8.IP,6825.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6825P.IP,IX.D.FTSE.MONTH8.IP,6825.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6850C.IP,IX.D.FTSE.MONTH8.IP,6850.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6850P.IP,IX.D.FTSE.MONTH8.IP,6850.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6875C.IP,IX.D.FTSE.MONTH8.IP,6875.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6875P.IP,IX.D.FTSE.MONTH8.IP,6875.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6900C.IP,IX.D.FTSE.MONTH8.IP,6900.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6900P.IP,IX.D.FTSE.MONTH8.IP,6900.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6925C.IP,IX.D.FTSE.MONTH8.IP,6925.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6925P.IP,IX.D.FTSE.MONTH8.IP,6925.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6950C.IP,IX.D.FTSE.MONTH8.IP,6950.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6950P.IP,IX.D.FTSE.MONTH8.IP,6950.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.6975C.IP,IX.D.FTSE.MONTH8.IP,6975.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.6975P.IP,IX.D.FTSE.MONTH8.IP,6975.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7000C.IP,IX.D.FTSE.MONTH8.IP,7000.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7000P.IP,IX.D.FTSE.MONTH8.IP,7000.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7025C.IP,IX.D.FTSE.MONTH8.IP,7025.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7025P.IP,IX.D.FTSE.MONTH8.IP,7025.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7050C.IP,IX.D.FTSE.MONTH8.IP,7050.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7050P.IP,IX.D.FTSE.MONTH8.IP,7050.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7075C.IP,IX.D.FTSE.MONTH8.IP,7075.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7075P.IP,IX.D.FTSE.MONTH8.IP,7075.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7100C.IP,IX.D.FTSE.MONTH8.IP,7100.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7100P.IP,IX.D.FTSE.MONTH8.IP,7100.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7125C.IP,IX.D.FTSE.MONTH8.IP,7125.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7125P.IP,IX.D.FTSE.MONTH8.IP,7125.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7150C.IP,IX.D.FTSE.MONTH8.IP,7150.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7150P.IP,IX.D.FTSE.MONTH8.IP,7150.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7175C.IP,IX.D.FTSE.MONTH8.IP,7175.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7175P.IP,IX.D.FTSE.MONTH8.IP,7175.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7200C.IP,IX.D.FTSE.MONTH8.IP,7200.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7200P.IP,IX.D.FTSE.MONTH8.IP,7200.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7225C.IP,IX.D.FTSE.MONTH8.IP,7225.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7225P.IP,IX.D.FTSE.MONTH8.IP,7225.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7250C.IP,IX.D.FTSE.MONTH8.IP,7250.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7250P.IP,IX.D.FTSE.MONTH8.IP,7250.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7275C.IP,IX.D.FTSE.MONTH8.IP,7275.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7275P.IP,IX.D.FTSE.MONTH8.IP,7275.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7300C.IP,IX.D.FTSE.MONTH8.IP,7300.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7300P.IP,IX.D.FTSE.MONTH8.IP,7300.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7325C.IP,IX.D.FTSE.MONTH8.IP,7325.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7325P.IP,IX.D.FTSE.MONTH8.IP,7325.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7350C.IP,IX.D.FTSE.MONTH8.IP,7350.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7350P.IP,IX.D.FTSE.MONTH8.IP,7350.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7375C.IP,IX.D.FTSE.MONTH8.IP,7375.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7375P.IP,IX.D.FTSE.MONTH8.IP,7375.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7400C.IP,IX.D.FTSE.MONTH8.IP,7400.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7400P.IP,IX.D.FTSE.MONTH8.IP,7400.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7425C.IP,IX.D.FTSE.MONTH8.IP,7425.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7425P.IP,IX.D.FTSE.MONTH8.IP,7425.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7450C.IP,IX.D.FTSE.MONTH8.IP,7450.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7450P.IP,IX.D.FTSE.MONTH8.IP,7450.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7475C.IP,IX.D.FTSE.MONTH8.IP,7475.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7475P.IP,IX.D.FTSE.MONTH8.IP,7475.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7500C.IP,IX.D.FTSE.MONTH8.IP,7500.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7500P.IP,IX.D.FTSE.MONTH8.IP,7500.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7525C.IP,IX.D.FTSE.MONTH8.IP,7525.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7525P.IP,IX.D.FTSE.MONTH8.IP,7525.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7550C.IP,IX.D.FTSE.MONTH8.IP,7550.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7550P.IP,IX.D.FTSE.MONTH8.IP,7550.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7575C.IP,IX.D.FTSE.MONTH8.IP,7575.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7575P.IP,IX.D.FTSE.MONTH8.IP,7575.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7600C.IP,IX.D.FTSE.MONTH8.IP,7600.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7600P.IP,IX.D.FTSE.MONTH8.IP,7600.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7625C.IP,IX.D.FTSE.MONTH8.IP,7625.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7625P.IP,IX.D.FTSE.MONTH8.IP,7625.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7650C.IP,IX.D.FTSE.MONTH8.IP,7650.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7650P.IP,IX.D.FTSE.MONTH8.IP,7650.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7675C.IP,IX.D.FTSE.MONTH8.IP,7675.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7675P.IP,IX.D.FTSE.MONTH8.IP,7675.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7700C.IP,IX.D.FTSE.MONTH8.IP,7700.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7700P.IP,IX.D.FTSE.MONTH8.IP,7700.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7725C.IP,IX.D.FTSE.MONTH8.IP,7725.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7725P.IP,IX.D.FTSE.MONTH8.IP,7725.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7750C.IP,IX.D.FTSE.MONTH8.IP,7750.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7750P.IP,IX.D.FTSE.MONTH8.IP,7750.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7775C.IP,IX.D.FTSE.MONTH8.IP,7775.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7775P.IP,IX.D.FTSE.MONTH8.IP,7775.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7800C.IP,IX.D.FTSE.MONTH8.IP,7800.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7800P.IP,IX.D.FTSE.MONTH8.IP,7800.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7825C.IP,IX.D.FTSE.MONTH8.IP,7825.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7825P.IP,IX.D.FTSE.MONTH8.IP,7825.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7850C.IP,IX.D.FTSE.MONTH8.IP,7850.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7850P.IP,IX.D.FTSE.MONTH8.IP,7850.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7875C.IP,IX.D.FTSE.MONTH8.IP,7875.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7875P.IP,IX.D.FTSE.MONTH8.IP,7875.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7900C.IP,IX.D.FTSE.MONTH8.IP,7900.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7900P.IP,IX.D.FTSE.MONTH8.IP,7900.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7925C.IP,IX.D.FTSE.MONTH8.IP,7925.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7925P.IP,IX.D.FTSE.MONTH8.IP,7925.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7950C.IP,IX.D.FTSE.MONTH8.IP,7950.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7950P.IP,IX.D.FTSE.MONTH8.IP,7950.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.7975C.IP,IX.D.FTSE.MONTH8.IP,7975.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.7975P.IP,IX.D.FTSE.MONTH8.IP,7975.0,2017-12-15,PUT,0.0,0.00331
OP.D.FTSE1.8000C.IP,IX.D.FTSE.MONTH8.IP,8000.0,2017-12-15,CALL,0.0,0.00331
OP.D.FTSE1.8000P.IP,IX.D.FTSE.MONTH8.IP,8000.0,2017-12-15,PUT,0.0,0.00331
